Voyage_ID,Vessel_name,Voyage_itinerary_place,Voyage_itinerary_purchase,Voyage_itinerary_disembarkation,Year_of_arrival,Slaves_arrived_at_1st_port,Captains_name
20063,Unity,London,Whydah,"Barbados, port unspecified",1684,180,"Draper, Thomas"
20066,John and Mary,London,Madagascar,"Barbados, port unspecified",1684,,"Deeron, William"
20067,Francis,London,Madagascar,"Barbados, port unspecified",1684,,"Bradly, Stephen"
20072,Providence,London,Madagascar,"Barbados, port unspecified",1684,160,"Hobson, David"
20076,John and Mary,London,Madagascar,"Barbados, port unspecified",1685,150,"Cribb, John"
20091,Benjamin,"Antigua, port unspecified",Gambia,"Barbados, port unspecified",1687,228,"Andrews, Joseph"
20095,Pineapple,London,Calabar,"Barbados, port unspecified",1687,163,"Osney, George"
20096,Margarett,London,Calabar,"Barbados, port unspecified",1687,233,"Watkins, Edward"
20097,Lucitania Merchant,London,Whydah,"Barbados, port unspecified",1687,253,"Bennett, William"
20098,Princess Anne,London,Whydah,"Barbados, port unspecified",1687,351,"Ingle, Joseph<br/> Draper, Thomas"
20105,Oxford,London,Madagascar,"Barbados, port unspecified",1683,200,"Cary, Thomas"
20108,Arcania Merchant,London,Ardra,"Barbados, port unspecified",1682,386,"Attwell, Thomas"
20111,Coaster,London,Gambia,"Barbados, port unspecified",1683,191,"Glover, Bart"
20112,Saint George,London,Whydah,"Barbados, port unspecified",1683,417,"Ware, Robert<br/> Shepherd, Robert"
20113,Philip,New York,Madagascar,"Barbados, port unspecified",1683,100,Roberts
20118,Three Brothers,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1691,140,"Laughton, Rowland"
20124,Swallow,London,"Gold Coast, port unspecified","Barbados, port unspecified",1695,110,"Pepperell, Nicholas"
20127,Adventure,London,"Gold Coast, port unspecified","Barbados, port unspecified",1696,186,"Shering, Samuel"
20128,Crown,London,"Africa., port unspecified","Barbados, port unspecified",1696,201,"Deacon, William"
20130,Marygold,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1696,97,"Dow, George"
20131,Prosperous,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1696,180,"Henty, John"
20136,Thomas and Elizabeth (a) Thomas and Edward,"Jamaica, port unspecified","Africa., port unspecified","Barbados, port unspecified",1697,119,"Rawlings, Benjamin"
20137,Happy Return,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1697,98,"Archer, Edward"
20138,Gone,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1697,90,
20139,Carolina,London,"Africa., port unspecified","Barbados, port unspecified",1697,290,Lousay
20140,Bonadventure,London,"Africa., port unspecified","Barbados, port unspecified",1697,550,"Ford, Anthony"
20141,William,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1697,181,"Bill, Jacob"
20142,Providence,London,"Africa., port unspecified","Barbados, port unspecified",1697,530,Carolsen
20143,Edward Francis,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1698,160,"Burke, James"
20145,Swallow,London,Whydah,"Barbados, port unspecified",1698,111,"Pepperell, Nicholas"
20146,Friendship,Boston,"Africa., port unspecified","Barbados, port unspecified",1698,90,"Windsor, T"
20147,Society,London,"Africa., port unspecified","Barbados, port unspecified",1698,214,"Ratey, L"
20148,New London,London,Sherbro,"Barbados, port unspecified",1698,28,"Ford, Robert"
20149,Robert,"British Americas, port unspecified","Africa., port unspecified","Barbados, port unspecified",1698,114,"Bridgar, J"
20153,Palm Tree,Boston,Gambia,"Barbados, port unspecified",1698,120,"Terrie, Benjamin"
20154,Lyon Frigate,London,"Africa., port unspecified",Cartagena,1698,288,"Soane, John<br/> Thomas"
20158,Robert and Margaret,London,"Africa., port unspecified","Barbados, port unspecified",1698,200,Loriston
20161,Ann,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Virginia, port unspecified",1699,260,Haslewood
20163,Hopefull Jacob,London,"Africa., port unspecified","Barbados, port unspecified",1699,300,"Laurence, George"
20164,Edward and Francis,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1699,146,"Rust, Walt"
20166,Friendship,Boston,"Africa., port unspecified","Barbados, port unspecified",1699,92,"Windsor, Thomas"
20167,Thomas and John,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1699,,"Carter, Edwin"
20168,Amity,London,Sierra Leone estuary,"Barbados, port unspecified",1699,,"Serjent, Richard"
20169,New Adventure,London,"Africa., port unspecified","Barbados, port unspecified",1699,,"Williams, Matthew<br/> Reyley, William"
20170,Success,London,"Africa., port unspecified",Cartagena,1699,304,"Churchey, William"
20171,Happy Return,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1699,,"Davis, John"
20172,Coventry,London,"Africa., port unspecified","Jamaica, port unspecified",1699,220,"Pitts, Thomas<br/> Tabor, Thomas"
20173,Albion Frigate,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Barbados, port unspecified",1699,250,"Duport, Stephen"
20174,John Bonadventure,London,"Africa., port unspecified","Jamaica, port unspecified",1699,433,"Ford, Anthony"
20175,Don Jasper,London,"Africa., port unspecified","Jamaica, port unspecified",1699,200,"Knight, Gabriel<br/> Hamond, Thomas"
20176,Lion and Lamb,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1699,389,"Green, Joseph"
20177,New Frierby,London,"Africa., port unspecified","Barbados, port unspecified",1699,107,"Kent, Bailey"
20179,Unity,London,"Africa., port unspecified","Jamaica, port unspecified",1700,146,"White, William"
20180,Mary,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1700,,"Edy, Henry<br/> Hawkins, R"
20181,Thomas and John,"Barbados, port unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified",Portobelo,1700,,"White, Thomas"
20184,Edward and Francis,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1700,150,"Rust, Walt"
20185,John's Adventure,London,"Africa., port unspecified","Barbados, port unspecified",1700,122,"Poulgreen, William"
20187,Fortune,London,"Africa., port unspecified","Jamaica, port unspecified",1700,340,"Clay, George"
20188,Samuel and Margaret,London,New Calabar,"Jamaica, port unspecified",1700,150,"Terry, Abraham<br/> Carter, Charles"
20189,Marygold,"Barbados, port unspecified",Gambia,"Barbados, port unspecified",1700,,"Mathews, Thomas"
20190,William,London,"Africa., port unspecified","Barbados, port unspecified",1700,250,"Hamlin, Richard"
20191,Gold Frigate,London,"Africa., port unspecified","Jamaica, port unspecified",1700,370,"Jeffrys, Robert"
20192,Happy Return,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1700,99,"Davis, John"
20193,Amity,London,"Gold Coast, port unspecified","Jamaica, port unspecified",1700,170,"Smallwood, Richard"
20196,Arcania Frigate,"Barbados, port unspecified",Alampo,"Barbados, port unspecified",1700,136,"Williams, John<br/> Dowritch, William"
20198,Content,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1700,100,"Martin, William"
20200,Johanna,"Jamaica, port unspecified",Gambia,"Jamaica, port unspecified",1700,72,"Loring, John"
20203,Lowther Galley,London,"Africa., port unspecified",British Leewards,1701,250,"Lowther, John"
20205,Mary,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,138,"Fatrusse, Peter<br/> Pogger, Henry"
20206,Elizabeth Gally,London,"Africa., port unspecified","Barbados, port unspecified",1701,230,"Rogers, Thomas"
20207,Don Carlos,London,Cabinda,"Jamaica, port unspecified",1701,373,"Esterson, William"
20208,Judith,London,"Africa., port unspecified","Jamaica, port unspecified",1701,135,"Berry, Thomas"
20209,John's Adventure,London,"Africa., port unspecified","Barbados, port unspecified",1701,107,"Peacock, John"
20210,Dragon,London,"Africa., port unspecified","Barbados, port unspecified",1701,40,"Hodges, Edward<br/> Taylor, Henry"
20211,Thomas and John,Newport,"Africa., port unspecified","Barbados, port unspecified",1701,71,"Hillgrove, Nicholas"
20213,Saint Winifred,London,New Calabar,"Barbados, port unspecified",1701,196,"Owen, William"
20215,Friendship,Boston,"Africa., port unspecified","Barbados, port unspecified",1701,63,"Windsor, Thomas"
20216,Barwick,London,"Africa., port unspecified","Barbados, port unspecified",1701,82,"Barnes, Charles<br/> Collingwood"
20219,Marygold,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,143,"Gill, John"
20221,John and Mary,London,"Africa., port unspecified","Jamaica, port unspecified",1701,105,"Lumley, John"
20224,Unity,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,87,"Bond, Francis"
20225,Sarah Gally,London,"Africa., port unspecified","Barbados, port unspecified",1701,,"Francis, James"
20226,Happy Return,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,,"Davis, John"
20227,Monmouth Gally,London,"Africa., port unspecified","Barbados, port unspecified",1701,90,"Belton, William<br/> Prissick, T"
20228,Unity,London,"Africa., port unspecified","Barbados, port unspecified",1701,248,"Cummings, Richard<br/> Hewitt, David"
20229,Neptune,London,"Africa., port unspecified","Barbados, port unspecified",1701,229,"Johnson, George<br/> Forty, Henry"
20230,Bridgett and Sarah,London,"Africa., port unspecified","Jamaica, port unspecified",1701,222,"Holland, Richard"
20231,Benjamin,London,"Africa., port unspecified","Jamaica, port unspecified",1701,250,"Nolbrough, James"
20234,James and Francis,London,"Africa., port unspecified","Jamaica, port unspecified",1701,130,"Edwards, Thomas<br/> Hammond, Thomas"
20236,Duke of Gloucester,London,"Africa., port unspecified","Jamaica, port unspecified",1701,150,"Hereford, John<br/> Bright, David"
20237,Love's Increase,Liverpool,"Africa., port unspecified",Newcastle (Nevis),1701,,"Lancaster, John"
20238,Golden Cock,London,"Africa., port unspecified","Barbados, port unspecified",1701,73,"Scott, Thomas<br/> Jenings, J"
20239,Tryall,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,73,"Holt, Benjamin"
20240,Content,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,80,"Martin, William"
20241,Arcania Merchant,London,"Africa., port unspecified","Barbados, port unspecified",1701,248,"Lumley, George"
20244,Mary,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,127,"Pogger, Henry<br/> Legay, Jac"
20245,"Susanna, Ann and Elizabeth","Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,,"Clay, Benjamin"
20246,Elizabeth Gally,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,185,"Rogers, Thomas"
20248,Betty,"Barbados, port unspecified","Southeast Africa and Indian Ocean islands, port unspecified","Barbados, port unspecified",1701,47,"Langhorne, Charles"
20251,New York,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,90,"Mathews, Robert"
20252,Encouragement,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1701,259,"Sadler, Ralph"
20254,Amity,London,"Africa., port unspecified","Barbados, port unspecified",1701,170,"Benson, Edward"
20258,Tryall,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,42,"Mathews, Thomas"
20259,Amity,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,,"Henderson, George"
20260,Lark,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,191,"Davis, Thomas"
20263,Happy Return,London,"Africa., port unspecified","Jamaica, port unspecified",1702,143,"Norwood, Benjamin"
20265,Judith,London,"Africa., port unspecified","Jamaica, port unspecified",1702,140,"Berry, Thomas"
20266,Dotten Galley,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,,"Davidson, Robert"
20267,Liverpool,London,"Africa., port unspecified","Barbados, port unspecified",1702,440,"Webster, William"
20268,Dragon,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,57,"Symonds, John<br/> Edlington"
20269,John's Adventure,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,132,"Pease, William"
20270,Unity,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,236,"Davis, John"
20274,William and Mary,London,New Calabar,"Barbados, port unspecified",1702,,"Grazillier, John"
20276,Mayflower,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,155,"Rust, Walter"
20277,Happy Return,"Barbados, port unspecified",Cape Coast Castle,"Barbados, port unspecified",1702,81,"Jackman, Edward"
20278,John's Adventure,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,,"Pease, William"
20279,Guinea Hen,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,126,"Ransford, Solomon<br/> Hardy, James"
20280,Betty,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,280,"Payne, Paul<br/> Stazly, Andrew"
20282,Betty,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1703,97,"Main, William"
20290,Lion and Lamb,London,"Africa., port unspecified","Barbados, port unspecified",1702,360,"Green, Joseph"
20293,Lowther Galley,London,"Africa., port unspecified","Barbados, port unspecified",1702,190,"Lowther, John"
20294,Delight,London,"West Central Africa and St. Helena, port unspecified","Barbados, port unspecified",1702,,"Boyce, John<br/> Barkley, J"
20295,Ann,London,"West Central Africa and St. Helena, port unspecified","Barbados, port unspecified",1702,,"White, William"
20296,Betty,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,68,"Bill, Jacob"
20300,Unity,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1702,137,"Bond, Francis"
20302,Edward and Francis,"Barbados, port unspecified",Cape Coast Castle,"Barbados, port unspecified",1703,281,"Langhorne, Charles"
20306,Betty,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1703,,"Foster, John"
20307,Edward and Francis,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1703,,"Langhorne, Charles<br/> Mildran, Thomas"
20308,Mary,"Barbados, port unspecified",Whydah,"Barbados, port unspecified",1703,,"Codner, William"
20310,John's Adventure,London,"Africa., port unspecified","Barbados, port unspecified",1703,150,"Mathews, Thomas"
20311,Edward and Francis,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1704,160,"Mildrum, Thomas"
20314,Dotten Gally,London,"Gold Coast, port unspecified",,1702,,"Cox, John"
20319,William and Elizabeth,London,Whydah,"Barbados, port unspecified",1704,482,"Hamlin, Richard"
20320,Rebeckah,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1704,150,"Mathews, Thomas"
20321,Queen,London,"Africa., port unspecified","Jamaica, port unspecified",1704,235,"Meale, Thomas"
20322,Amiable,London,Whydah,"Barbados, port unspecified",1704,290,"Porter, James"
20325,Warner,London,"Africa., port unspecified","Barbados, port unspecified",1705,131,"Bennett, Phillip"
20328,Joseph Gally,London,"Africa., port unspecified","Barbados, port unspecified",1705,,"Rogers, Thomas"
20329,Littleton Gally,London,"Africa., port unspecified","Barbados, port unspecified",1705,304,"Lowther, John"
20330,Ann Gally,London,"Africa., port unspecified","Barbados, port unspecified",1705,90,"Nunn, William"
20332,Mappan,London,"Africa., port unspecified","Barbados, port unspecified",1705,318,"Foster, John<br/> Clapcott, Bernard"
20337,Content,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1706,126,"Patrick, Stephen<br/> Thorne, Joseph"
20338,Rebeckah,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1706,,"Mathews, Thomas"
20340,Fame,London,Whydah,"Barbados, port unspecified",1706,640,"Browne, William"
20341,Samuel and Elizabeth,London,Whydah,"Barbados, port unspecified",1706,382,"Hamlin, Richard"
20343,Larke Gally,London,"Gold Coast, port unspecified","Barbados, port unspecified",1706,133,"Barber, Isaac"
20344,Amiable,London,Whydah,"Barbados, port unspecified",1706,336,"Porter, James"
20346,Royal Consort,"Barbados, port unspecified",Whydah,"Barbados, port unspecified",1707,457,"Crispin, James"
20353,Hawke,Boston,"Africa., port unspecified","Barbados, port unspecified",1708,130,"Thomas, Nicholas"
20354,Greyhound,London,Cape Coast Castle,"Barbados, port unspecified",1708,106,"Green, John"
20356,Marseille Merchant,London,"Gold Coast, port unspecified","Barbados, port unspecified",1708,380,"Foster, John"
20357,Ann and Mary,"Barbados, port unspecified",Cape Coast Castle,"Barbados, port unspecified",1708,135,"Harris, Tobias"
20375,Quintyne,London,"Africa., port unspecified","Barbados, port unspecified",1698,150,"Hamlin, Richard"
20376,Robert and Margaret,London,"Africa., port unspecified","Barbados, port unspecified",1698,,"Lorriston, G"
20377,Happy Edwin,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1698,104,"Davis, John"
20401,Olive Branch,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1711,157,"Greaves, Daniel<br/> Newton"
20403,William,"Antigua, port unspecified","Africa., port unspecified","Barbados, port unspecified",1711,117,"Green, John"
20405,Mary,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1711,151,"Warner, Henry"
20407,Olive,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1712,107,"Greaves, Daniel"
20408,Newport Gally,London,"Africa., port unspecified","Barbados, port unspecified",1712,306,"Falkingham, John"
20409,Olive Branch,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1712,111,"Newton, Thomas"
20410,Fanteen Gally,London,"Africa., port unspecified","Barbados, port unspecified",1712,290,"Foster, John"
20411,William,Boston,"Africa., port unspecified","Barbados, port unspecified",1712,130,"Green, John"
20413,South Carolina,London,"Africa., port unspecified","Barbados, port unspecified",1712,95,"Meade, George<br/> Delaconse, Benjamin"
20416,Camwood Merchant,"Barbados, port unspecified",Anomabu,"Barbados, port unspecified",1712,192,"Steward, T"
20417,Sarah Gally,London,Whydah,"Jamaica, port unspecified",1712,440,"Prince, John<br/> Clinch, William"
20418,Saint Thomas,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1713,160,"Burgeson, Jacob"
20419,Otto Gally,London,Gambia,"St. Kitts, port unspecified",1713,291,"Gale, Lott"
20420,Mary,"Barbados, port unspecified",Cape Coast Castle,"Barbados, port unspecified",1713,178,"Thirticle, William"
20427,Mercury,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1715,103,"Hall, John"
20434,Peace,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1715,79,"Blevin, James<br/> Wright, Henry"
20435,Three Sisters,Liverpool,"Gold Coast, port unspecified","Barbados, port unspecified",1715,100,"Hughes, John"
20438,Abigail,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1715,177,"Thirtickle, William"
20439,Peace Gally,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1715,118,"Parkinson, John"
20440,Africa,Liverpool,Calabar,"Barbados, port unspecified",1715,111,"Clarkson, John"
20445,Ann and Betty,Liverpool,Gambia,"Barbados, port unspecified",1715,160,"Nelson, William"
20449,John Frigate,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1715,91,"Courtenay, Samuel"
20451,Victory,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1715,199,"Collings, Edward"
20452,Saint Thomas,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1715,92,"Burgeson, Jacob"
20453,Robert,"Barbados, port unspecified","Africa., port unspecified","Barbados, port unspecified",1715,107,"Holland, Thomas<br/> Coddington, William"
20454,Neptune,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1715,158,"Simpson, Thomas"
20455,Express,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1715,54,"Barlow, Edward"
20456,John Bonadventure,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1716,100,"Steward, Thomas"
20459,Union,"Antigua, port unspecified","West Central Africa and St. Helena, port unspecified","Barbados, port unspecified",1716,77,"Clements, Samuel"
20461,Tildesley Gally,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1716,130,"Molyneux, Richard"
20462,Elizabeth,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1716,102,"Jaynson, John"
20463,Brittania,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1716,90,"Wyton, Richard"
20464,Prince George,"Barbados, port unspecified","Gold Coast, port unspecified","Barbados, port unspecified",1716,160,"Newton, Thomas"
